"SMILES","EXTERNALID","N","NAME","NAME","INTRODUCER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","IC group given","Temperature","UNIT {Temperature}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","pKa predicted value","UNIT {pKa predicted value}","IC smiles given","COMMENTS","CASRN"
"[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O","-","76","tetracycline","-","Koerner","A4065","19961204","-","-","7.68","Log unit","N(C1C2CC3C(c4cccc(O)c4C(=O)C3=C(O)C2(C(=O)C(=C1O)C(=O)N)O)(C)O)(C)C","","","-","","8.2438","Log unit","","-","","-","-"
"NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1","-","5","Adenosine","-","Koerner","A4065","19961204","-","","12.35","Log unit","OC1C(n2c3c(c(N)ncn3)nc2)OC(C1O)CO","","","-","","12.454","Log unit","","-","","","-"
"[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O","-","144","Normorphine","-","Koerner","A4065","19961204","-","","9.8","Log unit","Oc1c2c3c(cc1)CC1C4C3(C(O2)C(C=C4)O)CCN1","","","-","","10.47","Log unit","","-","","sparc: 10.05
old smiles: N1C2C3C=CC(C4C3(c3c(c(ccc3C2)O)O4)CC1)O
old pred val 2: 9.7744","-"
"[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H]","-","193","tyrosine","-","Koerner","A4065","19961204","-","-","10.265","Log unit","Oc1ccc(cc1)CC(C(=O)O)N","","","-","","9.7922","Log unit","","-","","-","-"
"[H][C@]12N(C)CC[C@@]1(C)C1=CC(OC(=O)NC)=CC=C1N2C","-","161","physostigmine","-","Koerner","A4065","19961204","-","-","8.17","Log unit","N1(CCC2(c3cc(OC(=O)NC)ccc3N(C12)C)C)C","","","-","","6.586","Log unit","","-","","-","-"
"CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2","-","197","Warfarin","-","Koerner","A4065","19961204","4","7","5.02","Log unit","Oc1c2ccccc2oc(=O)c1C(c1ccccc1)CC(=O)C","","","-","","6.3307","Log unit","","-","","-","-"
"OC(=O)C1=CC=CN=C1","-","148","nicotinic acid","-","Koerner","A4065","19961204","-","-","4.83","Log unit","n1cccc(c1)C(=O)O","","","-","","4.1933","Log unit","","-","","-","-"
"CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O","-","163","Pilocarpine","-","Koerner","A4065","19961204","-","-","7.03","Log unit","n1cn(c(CC2COC(=O)C2CC)c1)C","","","-","","6.6087","Log unit","","-","","-","-"
"O=C1CC2OCC=C3CN4CCC56C4CC3C2C5N1C1=CC=CC=C61","-","183","strychnine","-","Koerner","A4065","19961204","-","-","8.26","Log unit","N12C3C4(C5N(c6c4cccc6)C(=O)CC4C5C(C(=CCO4)C2)C3)CC1","","","-","","9.2735","Log unit","","-","","-","-"
"CN(C)CCN1C2=CC=CC=C2N(C)C2=CC=CC=C2C1=O","-","93","Dibenzepine","-","Koerner","A4065","19961204","-","","8.275","Log unit","N(CCN1C(=O)c2c(N(c3c1cccc3)C)cccc2)(C)C","","","-","","8.226","Log unit","","-","","old smiles: N(CCn1c(=O)c2c(n(c3c1cccc3)C)cccc2)(C)C
aromaticity taken from big ring","-"
"CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CC=C2)S1(=O)=O","-","166","Piroxicam","-","Koerner","A4065","19961204","-","-","5.07","Log unit","OC1=C(N(S(=O)(=O)c2c1cccc2)C)C(=O)Nc1ccccn1","","","-","","4.7604","Log unit","","-","","-","-"
"[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]22C4=C(C([H])=C([H])C(OC([H])([H])[H])=C4O[C@@]12[H])C3([H])[H]","-","95","Dihydrocodeine","-","Koerner","A4065","19961204","-","-","8.75","Log unit","N1(C2C3C4(c5c(c(ccc5C2)OC)OC4C(O)CC3)CC1)C","","","-","","9.3311","Log unit","","-","","-","-"
"CNC(C)(C)CC1=CC=CC=C1","-","131","mephentermine","-","Koerner","A4065","19961204","-","-","10.37","Log unit","N(C(Cc1ccccc1)(C)C)C","","","-","","10.302","Log unit","","-","","-","-"
"C[C@H](CCC1=CC=CC=C1)NC[C@@H](O)C1=CC(C(N)=O)=C(O)C=C1","-","129","Labetalol","-","Koerner","A4065","19961204","-","-","9.36","Log unit","N(CC(c1ccc(c(c1)C(=O)N)O)O)C(CCc1ccccc1)C","","","-","","9.8008","Log unit","","-","","-","-"
"OC(=O)C1=CC=CC=N1","-","162","Picolinic Acid","-","Koerner","A4065","19961204","-","-","5.39","Log unit","n1ccccc1C(=O)O","","","-","","5.526","Log unit","","-","","-","-"
"CN1CCC[C@H]1C1=CN=CC=C1","-","137","Nicotine","-","Koerner","A4065","19961204","-","-","3.13","Log unit","n1cccc(c1)C1CCCN1C","","","-","","2.6993","Log unit","","-","","-","-"
"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","-","106","Estradiol, 17b","-","Koerner","A4065","19961204","-","-","10.71","Log unit","Oc1cc2c(C3C(C4C(CC3)(C(CC4)O)C)CC2)cc1","","","-","","10.3271","Log unit","","-","","-","-"
"CC(C)(S)[C@@H](N)C(O)=O","-","155","Penicillamine","-","Koerner","A4065","19961204","-","-","7.83","Log unit","NC(C(C)(C)S)C(=O)O","","","-","","9.0937","Log unit","","-","","-","-"
"CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1","-","157","Phenylbutazone","-","Koerner","A4065","19961204","-","-","4.53","Log unit","C1(C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)CCCC","","","-","","5.135","Log unit","","-","","-","-"
"OC(=O)\C=C\C1=CC=CC=C1","-","77","cinnamic acid","-","Koerner","A4065","19961204","-","-","4.45","Log unit","OC(=O)C=Cc1ccccc1","","","-","","4.5092","Log unit","","-","","-","-"
"CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O","-","666","Barbituric acid","-","Koerner","A4065","19961204","4","5","8.13","Log unit","N1C(=O)C(C(=O)NC1=O)(C(CCC)C)CC","","","-","","8.482","Log unit","","-","","-","-"
"C\C=C\C=C\C(O)=O","-","181","sorbic acid","-","Koerner","A4065","19961204","-","-","4.5","Log unit","OC(=O)C=CC=CC","","","-","","5.007","Log unit","","-","","-","-"
"OC(=O)C1=C(C=CC=C1)C(O)=O","-","160","phthalic acid","-","Koerner","A4065","19961204","-","-","5.408","Log unit","OC(=O)c1ccccc1C(=O)O","","","-","","5.488","Log unit","","-","","-","-"
"COC1=CC=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1OC","-","154","Papaverine","-","Koerner","A4065","19961204","-","-","6.43","Log unit","n1c(c2c(cc(OC)c(OC)c2)cc1)Cc1ccc(c(c1)OC)OC","","","-","","6.0259","Log unit","","-","","-","-"
"CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1","-","188","Terbutaline","-","Koerner","A4065","19961204","4","7","8.65","Log unit","N(C(C)(C)C)CC(O)c1cc(O)cc(O)c1","","","-","","9.76","Log unit","","-","","old smiles: Oc1cc(cc(c1)C(CNC(C)(C)C)O)O
old prediction val 2: 8.8587","-"
"OC(=O)C1=CC=CC=C1O","-","180","Salicyclic acid","-","Koerner","A4065","19961204","-","-","2.78","Log unit","OC(=O)c1c(cccc1)O","","","-","","2.7897","Log unit","","-","","-","-"
"CN1C2=C(NC=N2)C(=O)N(C)C1=O","-","190","Theophylline","-","Koerner","A4065","19961204","-","-","8.55","Log unit","[nH]1cnc2n(c(=O)n(c(=O)c12)C)C","","","-","","7.8151","Log unit","","-","","-","-"
"OCCOCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1","-","120","Hydroxyzine","-","Koerner","A4065","19961204","-","-","1.975","Log unit","N1(C(c2ccc(Cl)cc2)c2ccccc2)CCN(CC1)CCOCCO","","","-","","2.0926","Log unit","","-","","-","-"
"NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl","-","110","Furosemide","-","Koerner","A4065","19961204","-","-","10.4","Log unit","NS(=O)(=O)c1cc(c(NCc2occc2)cc1Cl)C(=O)O","","","-","","9.8303","Log unit","","-","","-","-"
"OC(=O)\C=C/C([O-])=O","-","128","maleic acid","-","Koerner","A4065","19961204","-","-","6.225","Log unit","OC(=O)C=CC(=O)O","","","-","","5.9125","Log unit","","-","","-","-"
"OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1","-","85","Clopenthixol","-","Koerner","A4065","19961204","-","-","6.14","Log unit","N1(CCC=C2c3c(Sc4c2cc(cc4)Cl)cccc3)CCN(CC1)CCO","","","-","","8.4276","Log unit","","-","","-","-"
"CNCC(O)C1=CC=C(O)C=C1","-","186","Synephrine","-","Koerner","A4065","19961204","4","7","9.6","Log unit","N(C)CC(O)c1ccc(O)cc1","","","-","","9.15","Log unit","","-","","old smiles: Oc1ccc(C(CNC)O)cc1
old pred val 2: 9.7555","-"
"CNC(C)CC1=CC=CC=C1OC","-","136","Methoxyphenamine","-","Koerner","A4065","19961204","4","7","10.45","Log unit","N(C(Cc1c(cccc1)OC)C)C","","","-","","10.0449","Log unit","","-","","-","-"
"CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(O)C=CC(Cl)=C1[C@@]3(C)O","-","74","chlortetracycline","-","Koerner","A4065","19961204","-","-","7.435","Log unit","N(C1C2C(C(=C3C(=O)c4c(C(C3C2)(O)C)c(ccc4O)Cl)O)(C(=O)C(=C1O)C(=O)N)O)(C)C","","","-","","8.2301","Log unit","","-","","-","-"
"COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN(C)CCN(C)CCCOC(=O)C1=CC(OC)=C(OC)C(OC)=C1","-","116","Hexobendine","-","Koerner","A4065","19961204","-","-","8.47","Log unit","N(CCCOC(=O)c1cc(c(OC)c(c1)OC)OC)(CCN(C)CCCOC(=O)c1cc(c(c(c1)OC)OC)OC)C","","","-","","9.6644","Log unit","","-","","-","-"
"OC(=O)C1=CC=NC=C1","-","149","iso-Nicotinic acid","-","Koerner","A4065","19961204","-","-","4.87","Log unit","OC(=O)c1ccncc1","","","-","","3.7322","Log unit","","-","","-","-"
"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1","-","66","CYCLIZINE","-","Koerner","A4065","19961204","-","-","8.05","Log unit","N1(C(c2ccccc2)c2ccccc2)CCN(CC1)C","","","-","","8.5102","Log unit","","-","","-","-"
"CNCC(C)C1=CC=CC=C1","-","158","Phenylpropylmethylamine","-","Koerner","A4065","19961204","4","7","10.07","Log unit","N(CC(c1ccccc1)C)C","","","-","","10.2498","Log unit","","-","","-","-"
"OC1=C(I)C=C(Cl)C2=C1N=CC=C2","-","81","clioquinol","-","Koerner","A4065","19961204","-","-","8.16","Log unit","Oc1c2c(c(cc1I)Cl)cccn2","","","-","","7.336","Log unit","","-","","-","-"
"OCC(O)C(O)C(O)C(O)C(O)=O","-","112","Gluconic acid","-","Koerner","A4065","19961204","4","7","3.62","Log unit","OC(=O)C(O)C(O)C(O)C(O)CO","","","-","","3.3882","Log unit","","-","","-","-"
"OC(CNC1=CC=CC=N1)C1=CC=CC=C1","-","159","Phenyramidol","-","Koerner","A4065","19961204","4","7","6.488","Log unit","n1c(cccc1)NCC(c1ccccc1)O","","","-","","6.6119","Log unit","","-","","-","-"
"CCCNC(=N)NC(=N)NC1=CC=C(Cl)C=C1","-","72","N1-p-Chlorophenyl-N5-alkylbigu","-","Koerner","A4065","19961204","-","-","11.02","Log unit","N=C(NC(=N)Nc1ccc(cc1)Cl)NCCC","","","-","","10.4086","Log unit","","-","","-","-"
"CS(=O)(=O)NC1=CC=C(C=C1OC1=CC=CC=C1)N(=O)=O","-","150","nimesulide","-","Koerner","A4065","19961204","-","-","6.51","Log unit","N(c1c(Oc2ccccc2)cc(cc1)[N+](=O)[O-])S(=O)(=O)C","","","-","","6.8559","Log unit","","-","","-","-"
"CCNC(=N)NC(=N)NC1=CC=C(Cl)C=C1","-","71","N1-p-Chlorophenyl-N5-alkylbigu","-","Koerner","A4065","19961204","-","-","11.01","Log unit","N=C(NC(=N)Nc1ccc(cc1)Cl)NCC","","","-","","10.3626","Log unit","","-","","-","-"
"COC1=C2OC3C(O)C=C[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C","-","86","Codeine","-","Koerner","A4065","19961204","4","7","8.22","Log unit","N1(CCC23c4c5c(OC)ccc4CC1C2C=CC(C3O5)O)C","","","-","","9.1928","Log unit","","-","","-","-"
"C[C@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O","-","138","L-a-Methyldopa","-","Koerner","A4065","19961204","-","-","2.218","Log unit","OC(=O)C(Cc1cc(O)c(cc1)O)(C)N","","","-","","1.7287","Log unit","","-","","-","-"
"CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1","-","139","Methylergonovine","-","Koerner","A4065","19961204","-","-","6.65","Log unit","N1(C2Cc3c[nH]c4cccc(C2=CC(C1)C(=O)NC(CC)CO)c34)C","","","-","","7.9273","Log unit","","-","","-","-"
"CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2CC[C@@H]4O)=C35","-","96","Dihydromorphine","-","Koerner","A4065","19961204","-","-","9.35","Log unit","N1(C2C3C4(c5c(c(ccc5C2)O)OC4C(O)CC3)CC1)C","","","-","","9.2358","Log unit","","-","","-","-"
"CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(O)=O","-","9","6-Aminopenicillanic Acid","-","Koerner","A4065","19961204","-","-","2.3","Log unit","OC(=O)C1N2C(C(C2=O)N)SC1(C)C","","","-","","3.4152","Log unit","","-","","-","-"
"C[C@@H](N)[C@@H](O)C1=CC=CC=C1","-","152","Norephedrine","-","Koerner","A4065","19961204","-","-","9.05","Log unit","NC(C(c1ccccc1)O)C","","","-","","9.3701","Log unit","","-","","-","-"
"COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O","-","26","ASPARTAME","-","Koerner","A4065","19961204","-","-","3.19","Log unit","OC(=O)CC(C(=O)NC(C(=O)OC)Cc1ccccc1)N","","","-","","3.5257","Log unit","","-","","-","-"
"C[C@H](O)C(O)=O","-","125","Latic acid, D(+)","-","Koerner","A4065","19961204","-","-","3.861","Log unit","OC(=O)C(C)O","","","-","","3.7849","Log unit","","-","","-","-"
"O[C@@H](CC(O)=O)C(O)=O","-","127","malic acid","-","Koerner","A4065","19961204","-","-","5.097","Log unit","OC(=O)CC(C(=O)O)O","","","-","","5.1277","Log unit","","-","","-","-"
"C[C@@H](O)C(O)=O","-","124","Latic acid, D(-)","-","Koerner","A4065","19961204","-","-","3.861","Log unit","OC(=O)C(C)O","","","-","","3.7849","Log unit","","-","","-","-"
"OC(O)=O","-","62","Carbonic acid","-","Koerner","A4065","19961204","-","-","10.39","Log unit","OC(=O)O","","","-","","10.6384","Log unit","","-","","-","-"
"C[C@]12CC[C@H]3C(=CCC4=CC(O)=CC=C34)[C@@H]1CC[C@@H]2O","-","98","17b-Dihydroequilin","-","Koerner","A4065","19961204","-","-","9.77","Log unit","Oc1ccc2C3C(=CCc2c1)C1C(C(O)CC1)(C)CC3","","","-","","9.4142","Log unit","","-","","-","-"
"C[C@@H](N)COC1=C(C)C=CC=C1C","-","142","Mexiletine","-","Koerner","A4065","19961204","-","-","9.14","Log unit","NC(COc1c(C)cccc1C)C","","","-","","9.5182","Log unit","","-","","-","-"
"COC1=C2O[C@H]3[C@@H](O)C=CC4[C@H]5CC(C=C1)=C2[C@@]34CCN5","-","87","Norcodeine","-","Koerner","A4065","19961204","4","7","9.23","Log unit","N1C2C3C4(C(C(C=C3)O)Oc3c4c(C2)ccc3OC)CC1","","","-","","10.0679","Log unit","","-","","-","-"
"C[C@@H](OC1=CC=CC=C1)C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O","-","666","Phenethicillin","-","Koerner","A4065","19961204","4","6","2.73","Log unit","OC(=O)C1N2C(=O)C(NC(=O)C(Oc3ccccc3)C)C2SC1(C)C","","","-","","3.4715","Log unit","","-","","-","-"
"CC(C)NC[C@@H](O)C1=CC(O)=C(O)C=C1","-","123","isoproterenol","-","Koerner","A4065","19961204","-","-","10.07","Log unit","Oc1c(ccc(C(CNC(C)C)O)c1)O","","","-","","9.8145","Log unit","","-","","-","-"
"CCCCNC(=N)NC(=N)NC1=CC=C(Cl)C=C1","-","73","N1-p-Chlorophenyl-N5-alkylbigu","-","Koerner","A4065","19961204","-","-","10.83","Log unit","N=C(NC(=N)Nc1ccc(cc1)Cl)NCCCC","","","-","","10.4308","Log unit","","-","","-","-"
"CN1CCCC(C1)C(O)=O","-","83","Dihydroarecaidine","-","Koerner","A4065","19961204","4","7","9.7","Log unit","N1(CC(C(=O)O)CCC1)C","","","-","","9.6412","Log unit","","-","","-","-"
"COC(=O)C1CCCN(C)C1","-","84","Dihydroarecaidine methyl ester","-","Koerner","A4065","19961204","4","7","8.39","Log unit","N1(CC(C(=O)OC)CCC1)C","","","-","","8.7998","Log unit","","-","","-","-"
"COC1=C2O[C@H]3[C@@H](O)C=CC4[C@H]5CC(C=C1)=C2[C@@]34CCN5CCC#N","-","88","Norcodeine, N-(2-cyano)ethyl","-","Koerner","A4065","19961204","4","7","5.68","Log unit","N1(C2C3C4(c5c(C2)ccc(OC)c5OC4C(C=C3)O)CC1)CCC#N","","","-","","7.1774","Log unit","","-","","-","-"
"CC(=O)OC(CC(O)=O)C[N+](C)(C)C","-","89","Deccyl carnitine","-","Koerner","A4065","19961204","-","-","3.6","Log unit","OC(=O)CC(OC(=O)C)C[N+](C)(C)C","","","-","","4.0894","Log unit","","-","","-","-"
"CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C","-","90","Deccyl carnitine","-","Koerner","A4065","19961204","-","-","3.56","Log unit","OC(=O)CC(OC(=O)CCC)C[N+](C)(C)C","","","-","","4.2689","Log unit","","-","","-","-"
"CCCCCCCC(=O)OC(CC(O)=O)C[N+](C)(C)C","-","91","Deccyl carnitine","-","Koerner","A4065","19961204","-","-","3.6","Log unit","OC(=O)CC(OC(=O)CCCCCCC)C[N+](C)(C)C","","","-","","4.2168","Log unit","","-","","-","-"
"CCCCCCCCCC(=O)OC(CC(O)=O)C[N+](C)(C)C","-","92","Deccyl carnitine","-","Koerner","A4065","19961204","4","7","3.65","Log unit","OC(=O)CC(OC(=O)CCCCCCCCC)C[N+](C)(C)C","","","-","","4.2168","Log unit","","-","","-","-"
"C[C@]12CC[C@H]3C(=CCC4=CC(O)=CC=C34)[C@@H]1CC[C@H]2O","-","97","17a-Dihydroequilin","-","Koerner","A4065","19961204","-","-","10.29","Log unit","Oc1ccc2C3C(=CCc2c1)C1C(C(O)CC1)(C)CC3","","","-","","9.4142","Log unit","","-","","-","-"
"CCCCCCCC\C=C\CCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C\CCCCCCCC","-","99","1,2-Dioleoylphosphatidylethanolamine","-","Koerner","A4065","19961204","-","-","7.55","Log unit","NCCOP(=O)(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)O","","","-","","7.7499","Log unit","","-","","-","-"
"N[C@@H](CC1=CC=CC=C1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O","-","100","Phe-Phe","-","Koerner","A4065","19961204","-","-","7.18","Log unit","NC(C(=O)NC(C(=O)O)Cc1ccccc1)Cc1ccccc1","","","-","","8.0097","Log unit","","-","","-","-"
"N[C@@H](CC1=CC=CC=C1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O","-","101","Phe-Phe-Phe","-","Koerner","A4065","19961204","-","-","7.04","Log unit","NC(C(=O)NC(C(=O)NC(C(=O)O)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1","","","-","","7.7088","Log unit","","-","","-","-"
"CCOC(=O)C1=C(O)C2=C(OC(\C=N\N3CC(CN4CCOCC4)OC3=O)=C2)N=C1","-","102","ebifuramin","-","Koerner","A4065","19961204","4","7","5.24","Log unit","Oc1c(C(=O)OCC)cnc2oc(C=NN3C(=O)OC(CN4CCOCC4)C3)cc21","","","-","","10.32","Log unit","","-","","od smiles: N1(CC2CN(C(=O)O2)N=Cc2cc3c(o2)ncc(c3O)C(=O)OCC)CCOCC1
old pred val 2: 6.0411","-"
"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@@H]1C(O)=O","-","103","enalapril","-","Koerner","A4065","19961204","-","-","5.36","Log unit","N(C(C(=O)N1C(C(=O)O)CCC1)C)C(C(=O)OCC)CCc1ccccc1","","","-","","5.2013","Log unit","","-","","-","-"
"CSCC[C@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@H](N)CC1=CC=C(O)C=C1)C(O)=O","-","104","Enkephalin","-","Koerner","A4065","19961204","-","-","7.77","Log unit","NC(C(=O)NCC(=O)NCC(=O)NC(C(=O)NC(C(=O)O)CCSC)Cc1ccccc1)Cc1ccc(O)cc1","","","-","","7.7273","Log unit","","-","","-","-"
"N[C@H]1[C@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O","-","113","Glucosamine-6-phosphate","-","Koerner","A4065","19961204","-","-","8.14","Log unit","NC1C(C(C(OC1O)COP(=O)(O)O)O)O","","","-","","8.2342","Log unit","","-","","-","-"
"C[C@H]1CCN2CCC[C@@H]12","-","114","Heliotridane","-","Koerner","A4065","19961204","-","-","11.4","Log unit","N12C(C(C)CC1)CCC2","","","-","","11.1452","Log unit","","-","","-","-"
"CC1=CCN2CCC[C@@H]12","-","115","Heliotridene","-","Koerner","A4065","19961204","-","-","10.55","Log unit","N12C(C(=CC1)C)CCC2","","","-","","9.3614","Log unit","","-","","-","-"
"NCCC1=C(I)NC=N1","-","118","Histamine, monoiodo","-","Koerner","A4065","19961204","-","-","9.2","Log unit","NCCc1c([nH]cn1)I","","","-","","9.5106","Log unit","","-","","-","-"
"NCCC1=C(I)NC(I)=N1","-","119","Histamine, diiodo","-","Koerner","A4065","19961204","-","-","8.2","Log unit","NCCc1c([nH]c(n1)I)I","","","-","","9.4354","Log unit","","-","","-","-"
"CN[C@@H](C)CC1=CC=C(O)C=C1","-","133","Methaphetamine, 4-hydroxy","-","Koerner","A4065","19961204","-","","9.62","Log unit","N(C)C(C)Cc1ccc(O)cc1","","","-","","10.58","Log unit","","-","","old smiles: Oc1ccc(CC(NC)C)cc1
old pred val 2: 9.8597","-"
"COC1=CC=C(OC)C(=C1)[C@H](O)[C@@H](C)N","-","135","METHOXAMINE","-","Koerner","A4065","19961204","-","-","9.32","Log unit","NC(C(O)c1c(OC)ccc(OC)c1)C","","","-","","9.278","Log unit","","-","","-","-"
"CN1[C@H]2CC[C@@H]1[C@@H]([C@@H](O)C2)C(O)=O","-","169","Pseudoecgonine","-","Koerner","A4065","19961204","-","-","9.7","Log unit","N1(C2C(C(CC1CC2)O)C(=O)O)C","","","-","","9.6905","Log unit","","-","","-","-"
"COC(=O)[C@H]1[C@H]2CC[C@@H](C[C@@H]1O)N2C","-","170","Pseudoecgonine, methyl ester","-","Koerner","A4065","19961204","-","-","8.15","Log unit","N1(C2C(C(O)CC1CC2)C(=O)OC)C","","","-","","9.0393","Log unit","","-","","-","-"
"CN1[C@H]2CC[C@@H]1C[C@@H](O)C2","-","171","Pseudotropine","-","Koerner","A4065","19961204","-","-","10.06","Log unit","N1(C2CCC1CC(C2)O)C","","","-","","9.6959","Log unit","","-","","-","-"
"CN1[C@H]2CC[C@@H]1C[C@H](O)C2","-","172","TROPINE","-","Koerner","A4065","19961204","-","-","10.33","Log unit","N1(C2CCC1CC(C2)O)C","","","-","","9.6959","Log unit","","-","","-","-"
"CN(C)CC[C@]12[C@H]3OC4=C(O)C=CC(CC[C@@H]1CC[C@@H]3O)=C24","-","189","Tetrahydro-a-morphimethine","-","Koerner","A4065","19961204","-","-","8.65","Log unit","N(CCC12C3C(CCC1CCc1ccc(c(c21)O3)O)O)(C)C","","","-","","9.4083","Log unit","","-","","-","-"
"OC[C@H]1O[C@H](C[C@H]1O)N1C=NC2=C1N=CNC[C@H]2O","-","156","Pentostatin","-","Koerner","A4065","19961204","-","","5.5","Log unit","N1=CNCC(O)c2ncn(C3OC(CO)C(O)C3)c21","","","-","","2.9707","Log unit","","-","","chemaxon: 8.33
sparc: 8:48
old smiles: n1cn(C2CC(C(O2)CO)O)c2c1C(CNC=N2)O","-"
"CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCC3)C(=O)N2[C@H]1C(O)=O","-","666","WY-7953","-","Koerner","A4065","19961204","4","6","2.62","Log unit","OC(=O)C1N2C(=O)C(NC(=O)C3(CCCC3)N)C2SC1(C)C","","","-","","3.3042","Log unit","","-","","-","-"
"CCC[S@](=O)C1=CC=C2NC(NC(=O)OC)=NC2=C1","-","6","Albendazole sulphoxide","-","Koerner","A4065","19961204","-","-","3.28","Log unit","n1c([nH]c2c1cc(S(=O)CCC)cc2)NC(=O)OC","","","-","","3.5795","Log unit","","-","","-","-"
"CN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1","-","65","Chlorcyclizine","-","Koerner","A4065","19961204","-","-","7.65","Log unit","N1(CCN(C(c2ccc(cc2)Cl)c2ccccc2)CC1)C","","","-","","8.0034","Log unit","","-","","-","-"
"CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O","-","75","oxytetracycline","-","Koerner","A4065","19961204","-","-","7.32","Log unit","N(C1C2C(C3C(c4cccc(O)c4C(=O)C3=C(O)C2(C(=O)C(=C1O)C(=O)N)O)(O)C)O)(C)C","","","-","","7.7518","Log unit","","-","","-","-"
"CN1CC[C@]23[C@H]4OC5=C(O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)[C@H]6O)C(O)=O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35","-","146","Morphine-3-glucuronide","-","Koerner","A4065","19961204","-","-","8.21","Log unit","N1(C2C3C=CC(C4Oc5c(OC6C(C(C(C(O6)C(=O)O)O)O)O)ccc(C2)c5C34CC1)O)C","","","-","","9.1724","Log unit","","-","","-","-"
"CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O)=C35","-","147","Morphine-6-glucuronide","-","Koerner","A4065","19961204","-","-","8.14","Log unit","N1(C2C3C=CC(OC4OC(C(O)C(O)C4O)C(=O)O)C4C3(c3c(c(O)ccc3C2)O4)CC1)C","","","-","","9.1212","Log unit","","-","","-","-"
