"SMILES","EXTERNALID","N","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC group given","IC smiles given","IC index predicted","AtomNR of IC","groupsAndICs","CASRN"
"CC1=NNC=C1","-","-","Pyrazole,3-methyl-","-","A5793","-","-","-","3.56","Log unit","3.56","Log unit","25.0","?C","n1[nH]ccc1C","3.0755","Log unit","nethR","N(NC=1)=C(C1)C","0","","","-"
"CN1C=CC(=O)C=N1","-","-","Pyridazine, 1,4-dihydro-1-methyl-4-oxo-:","-","A5793","-","-","-","1.02","Log unit","1.02","Log unit","25.0","?C","n1n(C)ccc(=O)c1","-0.5831","Log unit","nethR","N1(C)N=CC(=O)C=C1","2","","","-"
"N1C=CC2=C1C=CC=C2","-","-","indole","-","A5793","-","-","-","-2.4","Log unit","-2.4","Log unit","25.0","?C","[nH]1ccc2ccccc12","16.437","Log unit","nr2","c1cccc2C=CNc12","7","","","-"
"N1C=CC2=C1C=CC=C2","-","-","indole","-","A5793","-","-","-","16.5","Log unit","16.5","Log unit","25.0","?C","[nH]1ccc2ccccc12","16.437","Log unit","nr2_a","c1cccc2C=CNc12","7","","","-"
"NCCC1=CNC2=C1C=CC=C2","-","-","3-(2-aminoethyl)indole","-","A5793","-","-","-","10.2","Log unit","10.2","Log unit","25.0","?C","NCCc1c2ccccc2[nH]c1","9.734","Log unit","3","c1cccc2C(CCN)=CNc12","8","","","-"
"COC1=CC2=C(NC=C2CC(C)N)C=C1","-","-","3-(2-aminopropyl)-5-methoxyindole","-","A5793","-","-","-","10.3","Log unit","10.3","Log unit","25.0","?C","NC(Cc1c2cc(ccc2[nH]c1)OC)C","9.9841","Log unit","3","c1cc(OC)cc2C(CC(N)C)=CNc12","10","","","-"
"[NH2+]CCC1=CNC2=C1C=C(O)C=C2","-","-","3-(2-aminoethyl)-5-hydroxyindole","-","A5793","-","-","-","10.0","Log unit","10.0","Log unit","25.0","?C","Oc1ccc2[nH]cc(c2c1)CC[NH2+]","9.5563","Log unit","oh","c1cc(O)cc2C(CC[N+1])=CNc12","3","","","-"
"NCCC1=CNC2=C1C=C([O-])C=C2","-","-","3-(2-aminoethyl)-5-hydroxyindole","-","A5793","-","-","-","11.1","Log unit","11.1","Log unit","25.0","?C","NCCc1c2cc(ccc2[nH]c1)[O-]","10.0043","Log unit","3","c1cc([O-1])cc2C(CCN)=CNc12","9","","","-"
"CC1=CNC2=C1C=CC=C2","-","-","3-methylindole","-","A5793","-","-","-","16.6","Log unit","16.6","Log unit","25.0","?C","[nH]1cc(c2ccccc12)C","17.4831","Log unit","nr2_a","c1cccc2C(C)=CNc12","8","","","-"
"BrC1=CC2=C(NC=C2)C=C1","-","-","5-Bromoindole","-","A5793","-","-","-","16.13","Log unit","16.13","Log unit","25.0","?C","[nH]1ccc2cc(ccc12)Br","16.347","Log unit","nr2_a","c1cc(Br)cc2C=CNc12","8","","","-"
"FC1=CC=CC2=C1C=CN2","-","-","4-Fluoroindole","-","A5793","-","-","-","16.3","Log unit","16.3","Log unit","25.0","?C","[nH]1ccc2c(cccc12)F","16.1894","Log unit","nr2_a","c1ccc(F)c2C=CNc12","8","","","-"
"FC1=CC2=C(NC=C2)C=C1","-","-","5-Fluoroindole","-","A5793","-","-","-","16.3","Log unit","16.3","Log unit","25.0","?C","[nH]1ccc2cc(ccc12)F","16.5098","Log unit","nr2_a","c1cc(F)cc2C=CNc12","8","","","-"
"O=N(=O)C1=CNC2=C1C=CC=C2","-","-","3-nitroindole","-","A5793","-","-","-","10.12","Log unit","10.12","Log unit","25.0","?C","[nH]1cc(c2ccccc12)N(=O)=O","11.9181","Log unit","nr2_a","c1cccc2C(N(=O)=O)=CNc12","10","","","-"
"O=N(=O)C1=CC2=C(NC=C2)C=C1","-","-","5-Nitroindole","-","A5793","-","-","-","14.75","Log unit","14.75","Log unit","25.0","?C","[nH]1ccc2cc(ccc12)N(=O)=O","15.4461","Log unit","nr2_a","c1cc(N(=O)=O)cc2C=CNc12","10","","","-"
"COC1=C(N)C2=C(C(N)=C1)C(=O)C1=CC=CC=C1C2=O","-","-","Disperse Red 15","-","A5793","-","-","-","0.86","Log unit","0.86","Log unit","25.0","?C","Nc1cc(c(N)c2C(=O)c3ccccc3C(=O)c12)OC","0.4016","Log unit","4","c1(N)c(OC)cc(N)c2C(=O)c3ccccc3C(=O)c12","7","","","-"
"CC(N)C[NH2+]","-","-","1,2-diamino-propane","-","A5793","-","-","-","7.1","Log unit","7.1","Log unit","25.0","?C","NC(C[NH2+])C","9.7035","Log unit","nr2","[N+1]CC(N)C","3","","","-"
"NCCC[NH2+]","-","-","1,3-diamino-propane","-","A5793","-","-","-","8.6","Log unit","8.6","Log unit","25.0","?C","NCCC[NH2+]","10.1517","Log unit","nr2","NCCC[N+1]","0","","","-"
"NCC(CN)C[NH2+]","-","-","1,3-DIAMINO-2-AMINOMETHYLPROPANE","-","A5793","-","-","-","8.86","Log unit","8.86","Log unit","25.0","?C","NCC(C[NH2+])CN","8.6731","Log unit","nr2","[N+1]CC(CN)CN","6","","","-"
"NCC(C[NH2+])C[NH2+]","-","-","1,3-DIAMINO-2-AMINOMETHYLPROPANE","-","A5793","-","-","-","7.36","Log unit","7.36","Log unit","25.0","?C","NCC(C[NH2+])C[NH2+]","10.1119","Log unit","nr2","[N+1]CC(C[N+1])CN","6","","","-"
"CC(C)(CN)C[NH2+]","-","-","1,3-diamino-2,2-dimethylpropane","-","A5793","-","-","-","8.5","Log unit","8.5","Log unit","25.0","?C","NCC(C[NH2+])(C)C","9.8672","Log unit","nr2","[N+1]CC(C)(C)CN","6","","","-"
"NCC(O)C[NH2+]","-","-","1,3-Diamino-2-hydroxypropane","-","A5793","-","-","-","8.0","Log unit","8.0","Log unit","25.0","?C","NCC(O)C[NH2+]","9.5351","Log unit","nr2","OC(C[N+1])CN","5","","","-"
"CC(C)(N)CN","-","-","1,2-Diamino-2-methylpropane","-","A5793","-","-","-","10.0","Log unit","10.0","Log unit","25.0","?C","NC(CN)(C)C","10.0019","Log unit","4","NCC(N)(C)C","3","","","-"
"CC(C)([NH2+])CN","-","-","1,2-Diamino-2-methylpropane","-","A5793","-","-","-","6.79","Log unit","6.79","Log unit","25.0","?C","NCC([NH2+])(C)C","9.5567","Log unit","nr2","NCC([N+1])(C)C","0","","","-"
"CCN(CC)CCC(C(=N)NC1=CC=CC=C1)C1=CC=CC=C1","-","-","1-diethylamino-3-phenyl-3-phenylamidinopropane","-","A5793","-","-","-","9.68","Log unit","9.68","Log unit","25.0","?C","N(CCC(C(=N)Nc1ccccc1)c1ccccc1)(CC)CC","9.6932","Log unit","3","c(ccc1NC(=N)C(-c(ccc2)cc2)CCN(CC)CC)cc1","16","","","-"
"CC[N+](CC)CCC(C(=N)NC1=CC=CC=C1)C1=CC=CC=C1","-","-","1-diethylamino-3-phenyl-3-phenylamidinopropane","-","A5793","-","-","-","7.18","Log unit","7.18","Log unit","25.0","?C","N=C(Nc1ccccc1)C(c1ccccc1)CC[N+](CC)CC","8.937","Log unit","neth","c(ccc1NC(=N)C(-c(ccc2)cc2)CC[N+1](CC)CC)cc1","6","","","-"
"CN(C)CCCC(=O)C(CCN(C)C)C1=CC=CC=C1","-","-","1-dimethylamino-3-(3-dimethylamino-1-phenyl)propylcarbonylpropane","-","A5793","-","-","-","8.9","Log unit","8.9","Log unit","25.0","?C","N(CCC(c1ccccc1)C(=O)CCCN(C)C)(C)C","8.6294","Log unit","nr2","c(ccc1C(C(=O)CCCN(C)C)CCN(C)C)cc1","15","","","-"
"CN(C)CCCN(C)CCCN(C)C","-","-","1-dimethylamino-3-(3-dimethylamino)propylmethylaminopropane","-","A5793","-","-","-","9.7","Log unit","9.7","Log unit","25.0","?C","N(CCCN(CCCN(C)C)C)(C)C","9.0678","Log unit","nr2","N(C)(C)CCCN(C)CCCN(C)C","11","","","-"
"CN(C)CCCN(C)CCC[N+](C)C","-","-","1-dimethylamino-3-(3-dimethylamino)propylmethylaminopropane","-","A5793","-","-","-","9.3","Log unit","9.3","Log unit","25.0","?C","N(CCC[N+](C)C)(C)CCCN(C)C","10.1298","Log unit","2","[N+1](C)(C)CCCN(C)CCCN(C)C","6","","","-"
"CN(CCC[N+](C)C)CCC[N+](C)C","-","-","1-dimethylamino-3-(3-dimethylamino)propylmethylaminopropane","-","A5793","-","-","-","6.4","Log unit","6.4","Log unit","25.0","?C","N(CCC[N+](C)C)(C)CCC[N+](C)C","9.746","Log unit","nr2","[N+1](C)(C)CCCN(C)CCC[N+1](C)C","6","","","-"
"CN(C)CCC(C(=N)NC1=CC=CC=C1)C1=CC=CC=C1","-","-","1-dimethylamino-3-phenyl-3-phenylamidopropane","-","A5793","-","-","-","8.99","Log unit","8.99","Log unit","25.0","?C","N=C(Nc1ccccc1)C(c1ccccc1)CCN(C)C","8.7245","Log unit","3","c(ccc1NC(=N)C(c(ccc2)cc2)CCN(C)C)cc1","6","","","-"
"C[N+](C)CCC(C(=N)NC1=CC=CC=C1)C1=CC=CC=C1","-","-","1-dimethylamino-3-phenyl-3-phenylamidopropane","-","A5793","-","-","-","7.13","Log unit","7.13","Log unit","25.0","?C","N=C(Nc1ccccc1)C(c1ccccc1)CC[N+](C)C","8.937","Log unit","neth","c(ccc1NC(=N)C(c(ccc2)cc2)CC[N+1](C)C)cc1","6","","","-"
"NCC(N)CN","-","-","1,2,3-triaminopropane","-","A5793","-","-","-","9.3","Log unit","9.3","Log unit","25.0","?C","NCC(N)CN","9.7274","Log unit","4","NCC(N)CN","0","","","-"
"NCC(N)C[NH2+]","-","-","1,2,3-triaminopropane","-","A5793","-","-","-","8.3","Log unit","8.3","Log unit","25.0","?C","NCC(C[NH2+])N","9.4897","Log unit","4","[N+1]CC(N)CN","5","","","-"
"NC(C[NH2+])C[NH2+]","-","-","1,2,3-triaminopropane","-","A5793","-","-","-","3.99","Log unit","3.99","Log unit","25.0","?C","NC(C[NH2+])C[NH2+]","9.0255","Log unit","nr2","[N+1]CC(N)C[N+1]","3","","","-"
"CCN(CC)CCCCN","-","-","1-amino-4-diethylaminobutane","-","A5793","-","-","-","10.3","Log unit","10.3","Log unit","25.0","?C","N(CCCCN)(CC)CC","10.5695","Log unit","nr2","NCCCCN(CC)CC","5","","","-"
"CC(=NO)C(C)(C)N","-","-","2-amino-3-hydroxyimino-2-methylbutane","-","A5793","-","-","-","9.12","Log unit","9.12","Log unit","25.0","?C","ON=C(C)C(N)(C)C","8.757","Log unit","nr2","ON=C(C)C(N)(C)C","0","","","-"
"CCC(N)CN","-","-","1,2-diaminobutane","-","A5793","-","-","-","9.388","Log unit","9.388","Log unit","25.0","?C","NC(CN)CC","9.8476","Log unit","4","NCC(N)CC","3","","","-"
"CC(N)CCN","-","-","1,3-Diaminobutane","-","A5793","-","-","-","10.2","Log unit","10.2","Log unit","25.0","?C","NC(CCN)C","10.5934","Log unit","3","NCCC(N)C","4","","","-"
"CC([NH2+])CCN","-","-","1,3-Diaminobutane","-","A5793","-","-","-","8.72","Log unit","8.72","Log unit","25.0","?C","NCCC([NH2+])C","10.1435","Log unit","nr2","NCCC([N+1])C","0","","","-"
"NCCCC[NH2+]","-","-","1,4-diaminobutane","-","A5793","-","-","-","9.65","Log unit","9.65","Log unit","25.0","?C","NCCCC[NH2+]","10.2035","Log unit","nr2","NCCCC[N+1]","0","","","-"
"CC(N)C(C)[NH2+]","-","-","2,3-diaminobutane","-","A5793","-","-","-","6.92","Log unit","6.92","Log unit","25.0","?C","NC(C([NH2+])C)C","9.745","Log unit","nr2","[N+1]C(C)C(N)C","4","","","-"
"CC(C)(N)C(C)(C)[NH2+]","-","-","2,3-diamino-2,3-dimethylbutane","-","A5793","-","-","-","6.9","Log unit","6.9","Log unit","25.0","?C","NC(C([NH2+])(C)C)(C)C","10.0446","Log unit","nr2","[N+1]C(C)(C)C(N)(C)C","5","","","-"
"CCC(N)(CC)CN","-","-","1,2-diamino-2-ethylbutane","-","A5793","-","-","-","10.08","Log unit","10.08","Log unit","25.0","?C","NC(CN)(CC)CC","10.0661","Log unit","4","NCC(N)(CC)CC","3","","","-"
"CCC([NH2+])(CC)CN","-","-","1,2-diamino-2-ethylbutane","-","A5793","-","-","-","6.62","Log unit","6.62","Log unit","25.0","?C","NCC([NH2+])(CC)CC","9.5404","Log unit","nr2","NCC([N+1])(CC)CC","0","","","-"
"CCN(CC)CCCC(C)N","-","-","2-Amino-5-diethylaminopentane","-","A5793","-","-","-","10.1","Log unit","10.1","Log unit","25.0","?C","N(CCCC(N)C)(CC)CC","10.0661","Log unit","2","NC(C)CCCN(CC)CC","6","","","-"
"CCN(CC)CCCC(C)[NH2+]","-","-","2-Amino-5-diethylaminopentane","-","A5793","-","-","-","9.55","Log unit","9.55","Log unit","25.0","?C","N(CCCC([NH2+])C)(CC)CC","10.3233","Log unit","nr2","[N+1]C(C)CCCN(CC)CC","6","","","-"
"NCCCCC[NH2+]","-","-","1,5-diamino-pentane","-","A5793","-","-","-","9.43","Log unit","9.43","Log unit","25.0","?C","NCCCCC[NH2+]","10.2055","Log unit","nr2","NCCCCC[N+1]","0","","","-"
"CCC(C)CC(C)N","-","-","2-Amino-4-methylhexane","-","A5793","-","-","-","10.54","Log unit","10.54","Log unit","25.0","?C","NC(C)CC(C)CC","10.423","Log unit","2","NC(C)CC(C)CC","0","","","-"
"CC(C)(C)NCCCCCCNC(C)(C)C","-","-","1,6-bis-t-butylaminohexane","-","A5793","-","-","-","10.7","Log unit","10.7","Log unit","25.0","?C","N(CCCCCCNC(C)(C)C)C(C)(C)C","10.4977","Log unit","nr2","N(C(C)(C)C)CCCCCCNC(C)(C)C","11","","","-"
"NCCCCCC[NH2+]","-","-","1,6-Diaminohexane","-","A5793","-","-","-","10.1","Log unit","10.1","Log unit","25.0","?C","NCCCCCC[NH2+]","10.2055","Log unit","nr2","[N+1]CCCCCCN","7","","","-"
"CC(=[N+]O)C(C)(C)CCCCCN","-","-","1-amino-7-hydroxyimino-6,6-dimethyloctane","-","A5793","-","-","-","9.12","Log unit","9.12","Log unit","25.0","?C","NCCCCCC(C(=[N+]O)C)(C)C","10.2055","Log unit","nr2","O[N+1]=C(C)C(C)(C)CCCCCN","12","","","-"
"NCCCCCCCC[NH2+]","-","-","1,8-diaminoocatane","-","A5793","-","-","-","10.4","Log unit","10.4","Log unit","25.0","?C","NCCCCCCCC[NH2+]","10.2055","Log unit","nr2","[N+1]CCCCCCCCN","9","","","-"
"CC(=NO)C(C)(C)C(N)C(N)C(C)(C)C(C)=NO","-","-","4,5-diamino-2,7-bishydroxyimino-3,3,6,6-tetramethyloctane","-","A5793","-","-","-","8.04","Log unit","8.04","Log unit","25.0","?C","NC(C(C(C(=NO)C)(C)C)N)C(C(=NO)C)(C)C","7.3541","Log unit","nr2","ON=C(C)C(C)(C)C(N)C(N)C(C(=NO)C)(C)C","10","","","-"
"CC(=NO)C(C)(C)C(N)C([NH2+])C(C)(C)C(C)=NO","-","-","4,5-diamino-2,7-bishydroxyimino-3,3,6,6-tetramethyloctane","-","A5793","-","-","-","5.88","Log unit","5.88","Log unit","25.0","?C","N(=C(C)C(C)(C)C([NH2+])C(N)C(C(=NO)C)(C)C)O","2.6018","Log unit","4","ON=C(C)C(C)(C)C([N+1])C(N)C(C(=NO)C)(C)C","1","","","-"
"CC(=O)C1=CC=C(SC2=CC=C(N)C=C2)C=C1","-","-","4-(p-acetyl)phenylthioaniline","-","A5793","-","-","-","3.31","Log unit","3.31","Log unit","25.0","?C","Nc1ccc(cc1)Sc1ccc(C(=O)C)cc1","3.825","Log unit","2","c(cc(c1)N)c(c1)S-c(ccc2C(=O)C)cc2","4","","","-"
"NC1=CC=CC=C1[NH2+]","-","-","2-amino-aniline","-","A5793","-","-","-","1.6","Log unit","1.6","Log unit","25.0","?C","Nc1ccccc1[NH+]","3.1685","Log unit","nr2","c(ccc1N)cc1[N+1]","4","","","-"
"NC1=CC=C(Br)C=C1N","-","-","2-amino-4-bromoaniline","-","A5793","-","-","-","3.675","Log unit","3.675","Log unit","25.0","?C","Nc1ccc(Br)cc1N","3.8499","Log unit","3","Brc(ccc1N)cc1N","5","","","-"
"NC1=CC=C(Cl)C=C1N","-","-","2-Amino-4-chloroaniline","-","A5793","-","-","-","3.75","Log unit","3.75","Log unit","25.0","?C","Nc1ccc(Cl)cc1N","3.6025","Log unit","3","Cl-c(ccc1N)cc1N","5","","","-"
"NC1=C(N)C=C(C=C1)C#N","-","-","2-amino-4-cyanoaniline","-","A5793","-","-","-","2.805","Log unit","2.805","Log unit","25.0","?C","Nc1c(ccc(c1)C#N)N","2.5781","Log unit","4","c(cc(c1)C#N)c(N)c1N","9","","","-"
"CCOC1=CC(N)=C(N)C=C1","-","-","2-amino-4-ethoxyaniline","-","A5793","-","-","-","4.77","Log unit","4.77","Log unit","25.0","?C","Nc1ccc(cc1N)OCC","4.9527","Log unit","4","c(cc(c1)OCC)c(c1N)N","10","","","-"
"NC1=CC=C(I)C=C1N","-","-","2-amino-4-iodoaniline","-","A5793","-","-","-","3.625","Log unit","3.625","Log unit","25.0","?C","Nc1ccc(I)cc1N","3.8774","Log unit","3","I-c(ccc1N)cc1N","5","","","-"
"COC1=CC(N)=C(N)C=C1","-","-","2-amino-4-methoxyaniline","-","A5793","-","-","-","4.795","Log unit","4.795","Log unit","25.0","?C","Nc1ccc(cc1N)OC","4.9419","Log unit","3","c(cc(c1)OC)c(N)c1N","7","","","-"
"CC1=CC(N)=C(N)C=C1","-","-","2-amino-4-methylaniline","-","A5793","-","-","-","4.61","Log unit","4.61","Log unit","25.0","?C","Nc1ccc(cc1N)C","5.0018","Log unit","3","c(cc(N)c1N)c(c1)C","3","","","-"
"CC1=CC(N)=C([NH2+])C=C1","-","-","2-amino-4-methylaniline","-","A5793","-","-","-","0.98","Log unit","0.98","Log unit","25.0","?C","Nc1c(ccc(c1)C)[NH+]","3.3819","Log unit","nr2","c(cc([N+1])c1N)c(c1)C","5","","","-"
"NC1=C(N)C=C(C=C1)N(=O)=O","-","-","2-AMINO-4-NITROANILINE","-","A5793","-","-","-","2.61","Log unit","2.61","Log unit","25.0","?C","Nc1c(ccc(c1)N(=O)=O)N","1.9595","Log unit","3","c(cc(c1)N(=O)=O)c(c1N)N","9","","","-"
"NC1=CC=CC([NH2+])=C1","-","-","3-amino-aniline","-","A5793","-","-","-","2.7","Log unit","2.7","Log unit","25.0","?C","Nc1cccc(c1)[NH+]","3.8053","Log unit","nr2","c(cc(c1)[N+1])cc1N","7","","","-"
"NC1=CC=C([NH2+])C=C1","-","-","4-amino-aniline","-","A5793","-","-","-","3.41","Log unit","3.41","Log unit","25.0","?C","Nc1ccc(cc1)[NH+]","4.0108","Log unit","nr2","c(cc(c1)[N+1])c(c1)N","7","","","-"
"NC1=CC=C(C=C1)C(=O)C1=CC=C(N)C=C1","-","-","4-(p-aminobenzoyl)-aniline","-","A5793","-","-","-","2.932","Log unit","2.932","Log unit","25.0","?C","Nc1ccc(cc1)C(=O)c1ccc(N)cc1","2.5004","Log unit","nr2","c(cc(c1)C(=O)-c(ccc2N)cc2)c(c1)N","15","","","-"
"NC1=CC=C(C=C1)C(=O)C1=CC=C([NH2+])C=C1","-","-","4-(p-aminobenzoyl)-aniline","-","A5793","-","-","-","1.4","Log unit","1.4","Log unit","25.0","?C","Nc1ccc(cc1)C(=O)c1ccc([NH+])cc1","2.9563","Log unit","nr2","c(cc(c1)C(=O)-c(ccc2[N+1])cc2)c(c1)N","15","","","-"
"NC1=CC=C(O)C(N)=C1O","-","-","3-amino-2,6-dihydroxy-aniline","-","A5793","-","-","-","9.3","Log unit","9.3","Log unit","25.0","?C","Oc1c(N)c(ccc1N)O","10.9096","Log unit","1","c1(N)c(O)c(N)ccc1O","3","","","-"
"NC1=CC=C(O)C(N)=C1[O-]","-","-","3-amino-2,6-dihydroxy-aniline","-","A5793","-","-","-","11.5","Log unit","11.5","Log unit","25.0","?C","[O-]c1c(N)c(ccc1N)O","10.9096","Log unit","oh","c1(N)c([O-1])c(N)ccc1O","3","","","-"
"NC1=CC=C(O)C(N)=C1O","-","-","3-amino-2,6-dihydroxy-aniline","-","A5793","-","-","-","5.6","Log unit","5.6","Log unit","25.0","?C","Nc1c(c(N)c(cc1)O)O","6.0786","Log unit","6","c1(N)c(O)c(N)ccc1O","5","","","-"
"NC1=C(O)C([NH2+])=CC=C1O","-","-","3-amino-2,6-dihydroxy-aniline","-","A5793","-","-","-","2.9","Log unit","2.9","Log unit","25.0","?C","Nc1c(O)c([NH+])ccc1O","4.0617","Log unit","4","c1(N)c(O)c([N+1])ccc1O","1","","","-"
"NC1=C(O)C([NH2+])=CC=C1","-","-","3-amino-2-hydroxyaniline","-","A5793","-","-","-","3.0","Log unit","3.0","Log unit","25.0","?C","Nc1cccc(c1O)[NH+]","3.9355","Log unit","nr2","c(cc(N)c1O)cc1[N+1]","3","","","-"
"NC1=CC(N)=C(O)C=C1","-","-","3-amino-4-hydroxy-aniline","-","A5793","-","-","-","5.7","Log unit","5.7","Log unit","25.0","?C","Nc1ccc(O)c(N)c1","6.0047","Log unit","5","c(cc(O)c1N)c(c1)N","8","","","-"
"NC1=C(O)C=CC([NH2+])=C1","-","-","3-amino-4-hydroxy-aniline","-","A5793","-","-","-","3.1","Log unit","3.1","Log unit","25.0","?C","Nc1c(ccc(c1)[NH+])O","3.7367","Log unit","nr2","c(cc(O)c1N)c(c1)[N+1]","5","","","-"
"NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C([NH2+])C=C1","-","-","4-(4-amino)phenylsulphonylaniline","-","A5793","-","-","-","1.6","Log unit","1.6","Log unit","25.0","?C","Nc1ccc(S(=O)(=O)c2ccc(cc2)[NH+])cc1","1.9992","Log unit","nr2","c(cc(c1)[N+1])c(c1)S(=O)(=O)c(ccc2N)cc2","14","","","-"
"NC1=CC(=CC=C1Br)N(=O)=O","-","-","2-Bromo-5-nitroaniline","-","A5793","-","-","-","0.52","Log unit","0.52","Log unit","25.0","?C","Nc1c(Br)ccc(N(=O)=O)c1","1.0295","Log unit","nr2","Br-c(ccc1N(=O)=O)c(c1)N","10","","","-"
"NC1=CC(Br)=CC=C1N(=O)=O","-","-","5-bromo-2-nitroaniline","-","A5793","-","-","-","-1.48","Log unit","-1.48","Log unit","25.0","?C","Nc1cc(Br)ccc1N(=O)=O","-0.9089","Log unit","nr2","Br-c(ccc1N(=O)=O)cc1N","10","","","-"
"NC1=C(C(Br)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O","-","-","3-bromo-2,4,6-trinitroaniline","-","A5793","-","-","-","-9.58","Log unit","-9.58","Log unit","25.0","?C","Nc1c(c(Br)c(cc1N(=O)=O)N(=O)=O)N(=O)=O","-8.629","Log unit","nr2","Br-c(c(cc1N(=O)=O)N(=O)=O)c(c1N)N(=O)=O","13","","","-"
"CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C","-","-","N-butyl-4-(2-dimethylaminoethoxycarbonyl)aniline","-","A5793","-","-","-","8.2","Log unit","8.2","Log unit","25.0","?C","N(CCOC(=O)c1ccc(cc1)NCCCC)(C)C","8.4176","Log unit","2","c(cc(c1)C(=O)OCCN(C)C)c(c1)NCCCC","9","","","-"
"NC1=CC=C(C=C1Cl)N(=O)=O","-","-","2-Chloro-4-nitroaniline","-","A5793","-","-","-","-0.94","Log unit","-0.94","Log unit","25.0","?C","Nc1c(Cl)cc(cc1)N(=O)=O","-0.4226","Log unit","nr2","Cl-c(cc(c1)N(=O)=O)c(c1)N","10","","","-"
"NC1=CC(=CC=C1Cl)N(=O)=O","-","-","2-chloro-5-nitroaniline","-","A5793","-","-","-","0.64","Log unit","0.64","Log unit","25.0","?C","Nc1c(Cl)ccc(N(=O)=O)c1","0.72","Log unit","nr2","Cl-c(ccc1N(=O)=O)c(c1)N","10","","","-"
"NC1=C(C(Cl)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O","-","-","3-chloro-2,4,6-trinitroaniline","-","A5793","-","-","-","-9.7","Log unit","-9.7","Log unit","25.0","?C","Nc1c(c(Cl)c(cc1N(=O)=O)N(=O)=O)N(=O)=O","-8.5679","Log unit","nr2","Cl-c(c(cc1N(=O)=O)N(=O)=O)c(c1N)N(=O)=O","13","","","-"
"NC1=CC(Cl)=CC=C1N(=O)=O","-","-","5-chloro-2-nitro-aniline","-","A5793","-","-","-","-1.52","Log unit","-1.52","Log unit","25.0","?C","Nc1cc(Cl)ccc1N(=O)=O","-1.0309","Log unit","nr2","Cl-c(ccc1N(=O)=O)cc1N","10","","","-"
"NC1=CC(=CC(=C1)N(=O)=O)C#N","-","-","5-cyano-3-nitroaniline","-","A5793","-","-","-","0.46","Log unit","0.46","Log unit","25.0","?C","Nc1cc(cc(c1)N(=O)=O)C#N","0.5506","Log unit","nr2","c(c(cc1N(=O)=O)N)c(c1)C#N","7","","","-"
"NC1=CC(N)=C(N)C=C1","-","-","2,4-diamino-aniline","-","A5793","-","-","-","6.1","Log unit","6.1","Log unit","25.0","?C","Nc1ccc(N)c(N)c1","6.7048","Log unit","6","c(cc(N)c1N)c(c1)N","8","","","-"
"NC1=C(N)C=C([NH2+])C=C1","-","-","2,4-diamino-aniline","-","A5793","-","-","-","3.7","Log unit","3.7","Log unit","25.0","?C","Nc1ccc(cc1N)[NH+]","4.0072","Log unit","3","c(cc(N)c1N)c(c1)[N+1]","3","","","-"
"NC1=CC(N)=C(O)C(N)=C1O","-","-","3,5-diamino-2,4-dihydroxy-aniline","-","A5793","-","-","-","5.8","Log unit","5.8","Log unit","25.0","?C","Nc1cc(c(O)c(c1O)N)N","6.8208","Log unit","6","O-c(c(cc1N)N)c(c1O)N","5","","","-"
"NC1=C(O)C(N)=C(O)C([NH2+])=C1","-","-","3,5-diamino-2,4-dihydroxy-aniline","-","A5793","-","-","-","3.6","Log unit","3.6","Log unit","25.0","?C","Nc1c(O)c(cc([NH+])c1O)N","2.9125","Log unit","5","O-c(c(cc1[N+1])N)c(c1O)N","10","","","-"
"NC1=C(O)C([NH2+])=C(O)C([NH2+])=C1","-","-","3,5-diamino-2,4-dihydroxy-aniline","-","A5793","-","-","-","1.2","Log unit","1.2","Log unit","25.0","?C","Nc1c(O)c(c(c(c1)[NH+])O)[NH+]","4.4385","Log unit","nr2","O-c(c(cc1[N+1])N)c(c1O)[N+1]","6","","","-"
"NC1=CC(N)=C(O)C(N)=C1O","-","-","3,5-diamino-2,4-dihydroxy-aniline","-","A5793","-","-","-","10.1","Log unit","10.1","Log unit","25.0","?C","Oc1c(cc(N)c(c1N)O)N","11.7288","Log unit","1","O-c(c(cc1N)N)c(c1O)N","0","","","-"
"NC1=CC(N)=C([O-])C(N)=C1O","-","-","3,5-diamino-2,4-dihydroxy-aniline","-","A5793","-","-","-","11.9","Log unit","11.9","Log unit","25.0","?C","[O-]c1c(cc(N)c(c1N)O)N","11.7288","Log unit","1","[O-1]-c(c(cc1N)N)c(c1O)N","0","","","-"
"NC1=CC(N)=C(O)C(N)=C1","-","-","3,5-diamino-2-hydroxy-aniline","-","A5793","-","-","-","6.0","Log unit","6.0","Log unit","25.0","?C","Nc1cc(N)c(c(c1)N)O","6.5879","Log unit","6","c(c(cc1N)N)c(N)c1O","5","","","-"
