"SMILES","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC group given","IC smiles given","IC index predicted","AtomNR of IC","groupsAndICs","IC group detected","MultiGroupDetection","CASRN"
"SC1CCC[NH2+]C1","3-Mercaptopyridine","-","A5793","-","-","-","2.26","Log unit","2.26","Log unit","25.0","?C","SC1[CH][NH2+][CH][CH][CH]1","","-","sh","S-c(c[n+1]c1)cc1","","","{sh=[0]}","0","","-"
"SC1CC[NH2+]CC1","4-Mercaptopyridine","-","A5793","-","-","-","1.455","Log unit","1.455","Log unit","25.0","?C","SC1[CH][CH][NH2+][CH][CH]1","","-","sh","S-c(cc[n+1]1)cc1","","","{sh=[0]}","0","","-"
"[S-]C1=CC=NC=C1","4-Mercaptopyridine","-","A5793","-","-","-","8.86","Log unit","8.86","Log unit","25.0","?C","n1ccc([S-])cc1","","-","n","[S-1]-c(ccn1)cc1","","","{n=[4]}","4","","-"
"COC1=CC=CC=N1","2-METHOXYPYRIDINE","-","A5793","-","-","-","3.25","Log unit","3.25","Log unit","25.0","?C","n1ccccc1OC","","-","n","n(ccc1)c(c1)OC","","","{n=[0]}","0","","-"
"COC1=CN=CC=C1","3-methoxy-pyridine","-","A5793","-","-","-","4.91","Log unit","4.91","Log unit","25.0","?C","n1cccc(c1)OC","","-","n","n(ccc1)cc1OC","","","{n=[0]}","0","","-"
"COC1=CC=NC=C1","4-methoxy-pyridine","-","A5793","-","-","-","6.51","Log unit","6.51","Log unit","25.0","?C","n1ccc(OC)cc1","","-","n","n(ccc1OC)cc1","","","{n=[0]}","0","","-"
"COC(=O)C1=CC=CC=N1","2-METHOXYCARBONYLPYRIDINE","-","A5793","-","-","-","2.21","Log unit","2.21","Log unit","25.0","?C","n1ccccc1C(=O)OC","","-","n","n(ccc1)c(c1)C(=O)OC","","","{n=[0]}","0","","-"
"COC1=C(C)C(=CN=C1)C1=CC=CC=C1","3-methoxy-4-methyl-5-phenylpyridine","-","A5793","-","-","-","5.0","Log unit","5.0","Log unit","25.0","?C","n1cc(c2ccccc2)c(c(c1)OC)C","","-","n","c(ccc1-c(cnc2)c(c2OC)C)cc1","","","{n=[6]}","6","","-"
"COC(=O)C1=CC(OC)=CC(=N1)C(=O)OC","4-methoxy-2,6-bis(methoxycarbonyl)pyridine","-","A5793","-","-","-","0.18","Log unit","0.18","Log unit","25.0","?C","n1c(cc(OC)cc1C(=O)OC)C(=O)OC","","-","n","n(c(cc1OC)C(=O)OC)c(c1)C(=O)OC","","","{n=[0]}","0","","-"
"COC(=O)C1=CN=CC=C1","3-METHOXYCARBONYLPYRIDINE","-","A5793","-","-","-","3.13","Log unit","3.13","Log unit","25.0","?C","n1cccc(c1)C(=O)OC","","-","n","n(ccc1)cc1C(=O)OC","","","{n=[0]}","0","","-"
"COC(=O)C1=CC=NC=C1","4-Methoxycarbonylpyridine","-","A5793","-","-","-","3.26","Log unit","3.26","Log unit","25.0","?C","n1ccc(C(=O)OC)cc1","","-","n","n(ccc1C(=O)OC)cc1","","","{n=[0]}","0","","-"
"COC(=O)C1=C(N=C(OC)C=C1)C(=O)OC","2-methoxy-5,6-di(methoxycarbonyl)pyridine","-","A5793","-","-","-","-2.27","Log unit","-2.27","Log unit","25.0","?C","n1c(ccc(c1C(=O)OC)C(=O)OC)OC","","-","n","n(c(cc1)OC)c(c1C(=O)OC)C(=O)OC","","","{n=[0]}","0","","-"
"COCC1=C(COC)N=C(OC)C=C1","2-methoxy-5,6-di(methoxymethyl)pyridine","-","A5793","-","-","-","2.55","Log unit","2.55","Log unit","25.0","?C","n1c(ccc(c1COC)COC)OC","","-","n","n(c(cc1)OC)c(c1COC)COC","","","{n=[0]}","0","","-"
"COC1=CC=C(C)C(C)=N1","2-methoxy-5,6-dimethylpyridine","-","A5793","-","-","-","4.86","Log unit","4.86","Log unit","25.0","?C","n1c(c(ccc1OC)C)C","","-","n","n(c(c(c1)C)C)c(c1)OC","","","{n=[0]}","0","","-"
"COC1=CC=C(CSC)C(CSC)=N1","2-methoxy-5,6-di(methylthiomethyl)pyridine","-","A5793","-","-","-","2.64","Log unit","2.64","Log unit","25.0","?C","n1c(CSC)c(ccc1OC)CSC","","-","n","S(C)C-c(nc(c1)OC)c(c1)CSC","","","{n=[4]}","4","","-"
"COC1=CC=C(C=CC2=CC=NC=C2)C=C1","trans-4-p-methoxystyryl-pyridine","-","A5793","-","-","-","6.03","Log unit","6.03","Log unit","25.0","?C","n1ccc(C=Cc2ccc(OC)cc2)cc1","","-","n","n(ccc1C=C-c(ccc2OC)cc2)cc1","","","{n=[0]}","0","","-"
"COC1=CC=C(C)C=N1","2-methoxy-5-methylpyridine","-","A5793","-","-","-","3.73","Log unit","3.73","Log unit","25.0","?C","n1cc(ccc1OC)C","","-","n","n(cc(c1)C)c(c1)OC","","","{n=[0]}","0","","-"
"COC1=CC=NC=C1N(=O)=O","4-methoxy-3-nitropyridine","-","A5793","-","-","-","2.62","Log unit","2.62","Log unit","25.0","?C","n1ccc(OC)c(c1)N(=O)=O","","-","n","n(ccc1OC)cc1N(=O)=O","","","{n=[0], nr2=[8]}","0","","-"
"CC1=CC=CC=N1","2-METHYLPYRIDINE","-","A5793","-","-","-","5.94","Log unit","5.94","Log unit","25.0","?C","n1ccccc1C","","-","n","n(ccc1)c(c1)C","","","{n=[0]}","0","","-"
"CC1=CN=CC=C1","3-methyl-pyridine","-","A5793","-","-","-","5.65","Log unit","5.65","Log unit","25.0","?C","n1cccc(c1)C","","-","n","n(ccc1)cc1C","","","{n=[0]}","0","","-"
"CC1=CC=NC=C1","4-methyl-pyridine","-","A5793","-","-","-","6.03","Log unit","6.03","Log unit","25.0","?C","n1ccc(C)cc1","","-","n","n(ccc1C)cc1","","","{n=[0]}","0","","-"
"CN(C(C)=O)C1=CC=CC=N1","2-(N-methylacetamido)pyridine","-","A5793","-","-","-","2.01","Log unit","2.01","Log unit","25.0","?C","n1ccccc1N(C(=O)C)C","","-","n","n(ccc1)c(c1)N(C(=O)C)C","","","{n=[0], nr2=[6]}","0","","-"
"CN(C(C)=O)C1=CN=CC=C1","3-(N-methylacetamido)pyridine","-","A5793","-","-","-","3.52","Log unit","3.52","Log unit","25.0","?C","n1cccc(c1)N(C(=O)C)C","","-","n","n(ccc1)cc1N(C(=O)C)C","","","{n=[0], nr2=[6]}","0","","-"
"CN(C(C)=O)C1=CC=NC=C1","4-(N-methylacetamido)pyridine","-","A5793","-","-","-","4.62","Log unit","4.62","Log unit","25.0","?C","n1ccc(N(C(=O)C)C)cc1","","-","n","n(ccc1N(C(=O)C)C)cc1","","","{n=[0], nr2=[4]}","0","","-"
"CNC1=CC=NC=C1","4-Methylaminopyridine","-","A5793","-","-","-","9.65","Log unit","9.65","Log unit","25.0","?C","n1ccc(NC)cc1","","-","n","n(ccc1NC)cc1","","","{n=[0], nr2=[4]}","0","","-"
"CNCCC1=CC=CC=N1","2-(2-METHYLAMINOETHYL)PYRIDINE","-","A5793","-","-","-","9.715","Log unit","9.715","Log unit","25.0","?C","N(CCc1ncccc1)C","","-","nr2","n(ccc1)c(c1)CCNC","","","{n=[0], nr2=[8]}","8","","-"
"C[NH2+]CCC1=CC=CC=N1","2-(2-METHYLAMINOETHYL)PYRIDINE","-","A5793","-","-","-","3.57","Log unit","3.57","Log unit","25.0","?C","n1ccccc1CC[NH2+]C","","-","n","n(ccc1)c(c1)CC[N+1]C","","","{n=[0]}","0","","-"
"CNCC1=CC=CC=N1","2-methylaminomethylpyridine","-","A5793","-","-","-","9.200001","Log unit","9.200001","Log unit","25.0","?C","N(Cc1ncccc1)C","","-","nr2","n(ccc1)c(c1)CNC","","","{n=[0], nr2=[7]}","7","","-"
"C[NH2+]CC1=CC=CC=N1","2-methylaminomethylpyridine","-","A5793","-","-","-","2.9","Log unit","2.9","Log unit","25.0","?C","n1ccccc1C[NH2+]C","","-","n","n(ccc1)c(c1)C[N+1]C","","","{n=[0]}","0","","-"
"CC1=CN=CC=C1N(=O)=O","3-methyl-4-nitropyridine","-","A5793","-","-","-","2.26","Log unit","2.26","Log unit","25.0","?C","n1ccc(N(=O)=O)c(c1)C","","-","n","n(ccc1N(=O)=O)cc1C","","","{n=[0], nr2=[4]}","0","","-"
"CN(C(=O)C1=CC=CC=C1)C1=CN=CC=C1","3-(N-methylbenzamido)pyridine","-","A5793","-","-","-","3.66","Log unit","3.66","Log unit","25.0","?C","n1cccc(c1)N(C(=O)c1ccccc1)C","","-","n","n(ccc1)cc1N(C(=O)c(ccc2)cc2)C","","","{n=[0], nr2=[6]}","0","","-"
"CN(C(=O)C1=CC=CC=C1)C1=CC=NC=C1","4-(N-methylbenzamido)pyridine","-","A5793","-","-","-","4.68","Log unit","4.68","Log unit","25.0","?C","n1ccc(N(C(=O)c2ccccc2)C)cc1","","-","n","n(ccc1N(C(=O)c(ccc2)cc2)C)cc1","","","{n=[0], nr2=[4]}","0","","-"
"CNC1=CC=NC=C1C","3-methyl-4-methylaminopyridine","-","A5793","-","-","-","9.84","Log unit","9.84","Log unit","25.0","?C","n1ccc(NC)c(c1)C","","-","n","n(ccc1NC)cc1C","","","{n=[0], nr2=[4]}","0","","-"
"CC1=CC(=NC=C1)C1=CC(C)=CC=N1","4-METHYL-2,2'-(4-METHYLPYRIDYL)PYRIDINE","-","A5793","-","-","-","5.02","Log unit","5.02","Log unit","25.0","?C","n1ccc(C)cc1c1nccc(c1)C","","-","n","n(ccc1C)c(c1)c(ncc2)cc2C","","","{n=[0, 8]}","0","true","-"
"CS(=O)(=O)C1=NC=CC=C1","2-methylsulphonylpyridine","-","A5793","-","-","-","-1.5","Log unit","-1.5","Log unit","25.0","?C","n1c(S(=O)(=O)C)cccc1","","-","n","n1c(S(=O)(=O)C)cccc1","","","{n=[0]}","0","","-"
"CC(C)(C)C1=NC=CC=C1","2-Bromopyridine","-","A5793","-","-","-","5.78","Log unit","5.78","Log unit","25.0","?C","n1c(C(C)(C)C)cccc1","","-","n","n1c(C(C)(C)C)cccc1","","","{n=[0]}","0","","-"
"BrC1=CN=CC=C1","3-bromo-pyridine","-","A5793","-","-","-","2.875","Log unit","2.875","Log unit","25.0","?C","n1cc(Br)ccc1","","-","n","Br-c(cnc1)cc1","","","{n=[3]}","3","","-"
"BrC1=CC=NC=C1","4-bromo-pyridine","-","A5793","-","-","-","3.78","Log unit","3.78","Log unit","25.0","?C","n1ccc(Br)cc1","","-","n","Br-c(ccn1)cc1","","","{n=[4]}","4","","-"
"COC1=CC(Br)=CN=C1","3-bromo-5-methoxypyridine","-","A5793","-","-","-","2.6","Log unit","2.6","Log unit","25.0","?C","n1cc(Br)cc(c1)OC","","-","n","Br-c(cnc1)cc1OC","","","{n=[3]}","3","","-"
"COC1=NC=C(Br)C=C1","5-Bromo-2-methoxypyridine","-","A5793","-","-","-","1.14","Log unit","1.14","Log unit","25.0","?C","n1cc(Br)ccc1OC","","-","n","Br-c(cnc1OC)cc1","","","{n=[3]}","3","","-"
"CN(C)C1=CC=NC=C1Br","3-bromo-4-dimethylaminopyridine","-","A5793","-","-","-","6.53","Log unit","6.53","Log unit","25.0","?C","n1cc(Br)c(cc1)N(C)C","","-","n","Br-c(cnc1)c(c1)N(C)C","","","{n=[3], nr2=[7]}","3","","-"
"CNC1=CC=NC=C1Br","3-BROMO-4-METHYLAMINOPYRIDINE","-","A5793","-","-","-","7.49","Log unit","7.49","Log unit","25.0","?C","n1cc(Br)c(cc1)NC","","-","n","Br-c(cnc1)c(c1)NC","","","{n=[3], nr2=[7]}","3","","-"
"CC(C)(C)C1=CC=CC=N1","2-T-BUTYLPYRIDINE","-","A5793","-","-","-","5.76","Log unit","5.76","Log unit","25.0","?C","n1ccccc1C(C)(C)C","","-","n","n(ccc1)c(c1)C(C)(C)C","","","{n=[0]}","0","","-"
"CC(C)(C)C1=CN=CC=C1","3-T-BUTYLPYRIDINE","-","A5793","-","-","-","5.82","Log unit","5.82","Log unit","25.0","?C","n1cccc(c1)C(C)(C)C","","-","n","n(ccc1)cc1C(C)(C)C","","","{n=[0]}","0","","-"
"CC(C)(C)C1=CC=NC=C1","4-T-BUTYLPYRIDINE","-","A5793","-","-","-","5.99","Log unit","5.99","Log unit","25.0","?C","n1ccc(C(C)(C)C)cc1","","-","n","n(ccc1C(C)(C)C)cc1","","","{n=[0]}","0","","-"
"NC(=O)C1=CC=CC=N1","2-Carbamoylpyridine","-","A5793","-","-","-","2.1","Log unit","2.1","Log unit","25.0","?C","n1ccccc1C(=O)N","","-","n","n(ccc1)c(c1)C(=O)N","","","{n=[0], nr2=[8]}","0","","-"
"NC(=O)C1=CN=CC=C1","3-Carbamoylpyridine","-","A5793","-","-","-","3.339","Log unit","3.339","Log unit","25.0","?C","n1cccc(c1)C(=O)N","","-","n","n(ccc1)cc1C(=O)N","","","{n=[0], nr2=[8]}","0","","-"
"NC(=O)C1=CC=NC=C1","4-Carbamoylpyridine","-","A5793","-","-","-","3.61","Log unit","3.61","Log unit","25.0","?C","n1ccc(C(=O)N)cc1","","-","n","n(ccc1C(=O)N)cc1","","","{n=[0], nr2=[6]}","0","","-"
"OC(=O)C1CCCC[NH2+]1","2-Carboxypyridine","-","A5793","-","-","-","1.0","Log unit","1.0","Log unit","25.0","?C","OC(=O)C1[NH2+][CH][CH][CH][CH]1","","-","co2h","[n+1](ccc1)c(c1)C(=O)O","","","{co2h=[8]}","8","","-"
"OC(=O)C1CCC[NH2+]C1","3-Carboxypyridine","-","A5793","-","-","-","2.03","Log unit","2.03","Log unit","25.0","?C","OC(=O)C1[CH][NH2+][CH][CH][CH]1","","-","co2h","[n+1](ccc1)cc1C(=O)O","","","{co2h=[8]}","8","","-"
"OC(=O)C1CC[NH2+]CC1","4-Carboxypyridine","-","A5793","-","-","-","1.755","Log unit","1.755","Log unit","25.0","?C","OC(=O)C1[CH][CH][NH2+][CH][CH]1","","-","co2h","[n+1](ccc1C(=O)O)cc1","","","{co2h=[6]}","6","","-"
"CC1CCCC([NH2+]1)C(O)=O","2-Carboxy-6-methylpyridine","-","A5793","-","-","-","0.9","Log unit","0.9","Log unit","25.0","?C","OC(=O)C1[NH2+]C([CH][CH][CH]1)C","","-","co2h","[n+1](c(cc1)C)c(c1)C(=O)O","","","{co2h=[9]}","9","","-"
"CC1=NC(=CC=C1)C([O-])=O","2-Carboxy-6-methylpyridine","-","A5793","-","-","-","5.8","Log unit","5.8","Log unit","25.0","?C","n1c(cccc1C(=O)[O-])C","","-","n","n(c(cc1)C)c(c1)C(=O)[O-1]","","","{n=[0]}","0","","-"
"ClC1=NC=CC=C1","2-chloropyridine","-","A5793","-","-","-","0.605","Log unit","0.605","Log unit","25.0","?C","n1c(Cl)cccc1","","-","n","Cl-c(ncc1)cc1","","","{n=[2]}","2","","-"
"ClC1=CN=CC=C1","3-chloro-pyridine","-","A5793","-","-","-","2.84","Log unit","2.84","Log unit","25.0","?C","n1cc(Cl)ccc1","","-","n","Cl-c(cnc1)cc1","","","{n=[3]}","3","","-"
"ClC1=CC=NC=C1","4-chloro-pyridine","-","A5793","-","-","-","3.84","Log unit","3.84","Log unit","25.0","?C","n1ccc(Cl)cc1","","-","n","Cl-c(ccn1)cc1","","","{n=[4]}","4","","-"
"CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1","2-[p-chloro-alpha(2-dimethylaminoethyl)benzyl]-pyridine","-","A5793","-","-","-","9.16","Log unit","9.16","Log unit","25.0","?C","N(CCC(c1ccc(Cl)cc1)c1ncccc1)(C)C","","-","nr2","Cl-c(ccc1C(c(ncc2)cc2)CCN(C)C)cc1","","","{n=[7], nr2=[14]}","14","","-"
"[O-]C1=CC(Cl)=NC=C1","2-chloro-4-hydroxypyridine","-","A5793","-","-","-","6.84","Log unit","6.84","Log unit","25.0","?C","n1c(Cl)cc(cc1)[O-]","","-","n","Cl-c(ncc1)cc1[O-1]","","","{n=[2]}","2","","-"
"OC1CC[NH2+]C(Cl)C1","2-chloro-4-hydroxypyridine","-","A5793","-","-","-","2.07","Log unit","2.07","Log unit","25.0","?C","OC1[CH]C(Cl)[NH2+][CH][CH]1","","-","oh","Cl-c([n+1]cc1)cc1O","","","{oh=[7]}","7","","-"
"[O-]C1=NC=C(Cl)C=C1","5-Chloro-2-hydroxypyridine","-","A5793","-","-","-","10.03","Log unit","10.03","Log unit","25.0","?C","n1cc(Cl)ccc1[O-]","","-","n","Cl-c(cnc1[O-1])cc1","","","{n=[3]}","3","","-"
"OC1CCC(Cl)C[NH2+]1","5-Chloro-2-hydroxypyridine","-","A5793","-","-","-","0.01","Log unit","0.01","Log unit","25.0","?C","OC1[NH2+][CH]C(Cl)[CH][CH]1","","-","oh","Cl-c(c[n+1]c1O)cc1","","","{oh=[5]}","5","","-"
"COC1=CC(Cl)=NC=C1","2-chloro-4-methoxypyridine","-","A5793","-","-","-","1.93","Log unit","1.93","Log unit","25.0","?C","n1c(Cl)cc(cc1)OC","","-","n","Cl-c(ncc1)cc1OC","","","{n=[2]}","2","","-"
"COC1=CC=CC(Cl)=N1","2-Chloro-6-methoxypyridine","-","A5793","-","-","-","-0.13","Log unit","-0.13","Log unit","25.0","?C","n1c(Cl)cccc1OC","","-","n","Cl-c(nc(c1)OC)cc1","","","{n=[2]}","2","","-"
"COC1=NC=C(Cl)C=C1","5-chloro-2-methoxypyridine","-","A5793","-","-","-","1.18","Log unit","1.18","Log unit","25.0","?C","n1cc(Cl)ccc1OC","","-","n","Cl-c(cnc1OC)cc1","","","{n=[3]}","3","","-"
"ClC1=NC=CC=C1N(=O)=O","2-Chloro-3-nitropyridine","-","A5793","-","-","-","-2.6","Log unit","-2.6","Log unit","25.0","?C","n1c(Cl)c(ccc1)N(=O)=O","","-","n","Cl-c(ncc1)c(c1)N(=O)=O","","","{n=[2], nr2=[7]}","2","","-"
"C(C=C(C1=CC=CC=C1)C1=CC=CC=N1)N1CCCC1","2-(1-p-chlorophenyl-3-pyrrolidino)prop-1-enylpyridine","-","A5793","-","-","-","9.37","Log unit","9.37","Log unit","25.0","?C","N1(CC=C(c2ncccc2)c2ccccc2)CCCC1","","-","nr2","n(ccc1)c(c1)C(c(ccc2)cc2)=CCN(CC3)CC3","","","{n=[0], nr2=[15]}","15","","-"
"C(C=C(C1=CC=CC=C1)C1=CC=CC=N1)[NH+]1CCCC1","2-(1-p-chlorophenyl-3-pyrrolidino)prop-1-enylpyridine","-","A5793","-","-","-","3.2","Log unit","3.2","Log unit","25.0","?C","n1ccccc1C(=CC[NH+]1CCCC1)c1ccccc1","","-","n","n(ccc1)c(c1)C(c(ccc2)cc2)=CC[N+1](CC3)CC3","","","{n=[0], nr2=[15]}","0","","-"
"ClC1=CC=C(C=CC2=CC=NC=C2)C=C1","trans-4-p-chlorostyryl-pyridine","-","A5793","-","-","-","5.66","Log unit","5.66","Log unit","25.0","?C","n1ccc(C=Cc2ccc(Cl)cc2)cc1","","-","n","Cl-c(ccc1C=C-c(ccn2)cc2)cc1","","","{n=[10]}","10","","-"
"N#CC1=CC=CC=N1","2-cyanopyridine","-","A5793","-","-","-","-0.26","Log unit","-0.26","Log unit","25.0","?C","n1ccccc1C#N","","-","n","n(ccc1)c(c1)C#N","","","{n=[0]}","0","","-"
"N#CC1=CN=CC=C1","3-cyano-pyridine","-","A5793","-","-","-","1.375","Log unit","1.375","Log unit","25.0","?C","n1cccc(c1)C#N","","-","n","n(ccc1)cc1C#N","","","{n=[0]}","0","","-"
"N#CC1=CC=NC=C1","4-cyano-pyridine","-","A5793","-","-","-","1.9","Log unit","1.9","Log unit","25.0","?C","n1ccc(C#N)cc1","","-","n","n(ccc1C#N)cc1","","","{n=[0]}","0","","-"
"NC1=C(N)N=CC=C1","2,3-Diaminopyridine","-","A5793","-","-","-","6.899","Log unit","6.899","Log unit","25.0","?C","n1cccc(c1N)N","","-","n","n(ccc1)c(N)c1N","","","{n=[0], nr2=[5, 7]}","0","","-"
"NC1=CC=C(N)N=C1","2,5-Diaminopyridine","-","A5793","-","-","-","6.48","Log unit","6.48","Log unit","25.0","?C","n1cc(ccc1N)N","","-","n","n(cc(c1)N)c(c1)N","","","{n=[0], nr2=[4, 7]}","0","","-"
"NC1=CC=NC=C1N","4,5-Diaminopyridine","-","A5793","-","-","-","9.01","Log unit","9.01","Log unit","25.0","?C","n1ccc(N)c(N)c1","","-","n","n1ccc(N)c(N)c1","","","{n=[0], nr2=[4, 6]}","0","","-"
"NC1=C(N)N=C(Cl)C=C1","2,3-diamino-6-chloropyridine","-","A5793","-","-","-","3.02","Log unit","3.02","Log unit","25.0","?C","n1c(Cl)ccc(c1N)N","","-","n","Cl-c(nc(N)c1N)cc1","","","{n=[2], nr2=[4, 6]}","2","","-"
"NC1=CN=C(Cl)C=C1N","4,5-diamino-2-chloropyridine","-","A5793","-","-","-","4.79","Log unit","4.79","Log unit","25.0","?C","n1c(Cl)cc(c(c1)N)N","","-","n","Cl-c(ncc1N)cc1N","","","{n=[2], nr2=[5, 8]}","2","","-"
"COC1=NC=C(Br)C=C1Br","3,5-dibromo-2-methoxypyridine","-","A5793","-","-","-","-1.5","Log unit","-1.5","Log unit","25.0","?C","n1cc(Br)cc(c1OC)Br","","-","n","Br-c(cnc1OC)cc1Br","","","{n=[3]}","3","","-"
"CC(C)(C)C1=CC=CC(=N1)C(C)(C)C","2,6-DI-T-BUTYLPYRIDINE","-","A5793","-","-","-","5.02","Log unit","5.02","Log unit","25.0","?C","n1c(cccc1C(C)(C)C)C(C)(C)C","","-","n","n(c(cc1)C(C)(C)C)c(c1)C(C)(C)C","","","{n=[0]}","0","","-"
"CC(C)(C)C1=CC(=CC(=N1)C(C)(C)C)S([O-])(=O)=O","2,6-di-t-butyl-3-sulphopyridine","-","A5793","-","-","-","4.12","Log unit","4.12","Log unit","25.0","?C","n1c(cc(S(=O)(=O)[O-])cc1C(C)(C)C)C(C)(C)C","","-","n","S(=O)(=O)([O-1])-c(cc(n1)C(C)(C)C)cc1C(C)(C)C","","","{n=[7]}","7","","-"
"OC(=O)C1[NH2+]CCCC1C([O-])=O","2,3-dicarboxypyridine","-","A5793","-","-","-","2.43","Log unit","2.43","Log unit","25.0","?C","OC(=O)C1[NH2+][CH][CH][CH]C1C(=O)[O-]","","-","co2h","[n+1](ccc1)c(c1C(=O)[O-1])C(=O)O","","","{co2h=[11]}","11","","-"
"[O-]C(=O)C1=C(N=CC=C1)C([O-])=O","2,3-dicarboxypyridine","-","A5793","-","-","-","5.06","Log unit","5.06","Log unit","25.0","?C","n1cccc(c1C(=O)[O-])C(=O)[O-]","","-","n","n(ccc1)c(c1C(=O)[O-1])C(=O)[O-1]","","","{n=[0]}","0","","-"
"[O-]C(=O)C1=CN=C(C=C1)C([O-])=O","2,3-dicarboxypyridine","-","A5793","-","-","-","5.12","Log unit","5.12","Log unit","25.0","?C","n1c(C(=O)[O-])ccc(C(=O)[O-])c1","","-","n","n1c(C(=O)[O-1])ccc(C(=O)[O-1])c1","","","{n=[0]}","0","","-"
"[O-]C(=O)C1=CC=CC(=N1)C([O-])=O","2,6-Dicarboxypyridine","-","A5793","-","-","-","4.68","Log unit","4.68","Log unit","25.0","?C","n1c(cccc1C(=O)[O-])C(=O)[O-]","","-","n","n(c(cc1)C(=O)[O-1])c(c1)C(=O)[O-1]","","","{n=[0]}","0","","-"
"OC(=O)C1CCCC([NH2+]1)C([O-])=O","2,6-Dicarboxypyridine","-","A5793","-","-","-","1.8","Log unit","1.8","Log unit","25.0","?C","OC(=O)C1[NH2+]C([CH][CH][CH]1)C(=O)[O-]","","-","co2h","[n+1](c(cc1)C(=O)O)c(c1)C(=O)[O-1]","","","{co2h=[6]}","6","","-"
"OC(=O)C1=CC=NC=C1C(O)=O","3,4-dicarboxypyridine","-","A5793","-","-","-","2.93","Log unit","2.93","Log unit","25.0","?C","OC(=O)c1ccncc1C(=O)O","","-","co2h","n(ccc1C(=O)O)cc1C(=O)O","","","{co2h=[6, 11], n=[0]}","6","true","-"
"[O-]C(=O)C1=CC=NC=C1C([O-])=O","3,4-dicarboxypyridine","-","A5793","-","-","-","5.07","Log unit","5.07","Log unit","25.0","?C","n1ccc(C(=O)[O-])c(c1)C(=O)[O-]","","-","n","n(ccc1C(=O)[O-1])cc1C(=O)[O-1]","","","{n=[0]}","0","","-"
"OC(=O)C1C[NH2+]CC(C1)C(O)=O","3,5-dicarboxypyridine","-","A5793","-","-","-","1.4","Log unit","1.4","Log unit","25.0","?C","OC(=O)C1[CH][NH2+][CH]C([CH]1)C(=O)O","","-","co2h","[n+1](cc(c1)C(=O)O)cc1C(=O)O","","","{co2h=[6, 11]}","6","true","-"
"OC(=O)C1C[NH2+]CC(C1)C([O-])=O","3,5-dicarboxypyridine","-","A5793","-","-","-","2.42","Log unit","2.42","Log unit","25.0","?C","OC(=O)C1[CH][NH2+][CH]C([CH]1)C(=O)[O-]","","-","co2h","[n+1](cc(c1)C(=O)[O-1])cc1C(=O)O","","","{co2h=[11]}","11","","-"
"OC(=O)C1CC(Cl)CC([NH2+]1)C([O-])=O","2,6-dicarboxy-4-chloropyridine","-","A5793","-","-","-","1.4","Log unit","1.4","Log unit","25.0","?C","OC(=O)C1[CH]C(Cl)[CH]C([NH2+]1)C(=O)[O-]","","-","co2h","Cl-c(cc([n+1]1)C(=O)[O-1])cc1C(=O)O","","","{co2h=[12]}","12","","-"
"[O-]C(=O)C1=CC(Cl)=CC(=N1)C([O-])=O","2,6-dicarboxy-4-chloropyridine","-","A5793","-","-","-","3.75","Log unit","3.75","Log unit","25.0","?C","n1c(cc(Cl)cc1C(=O)[O-])C(=O)[O-]","","-","n","Cl-c(cc(n1)C(=O)[O-1])cc1C(=O)[O-1]","","","{n=[4]}","4","","-"
"CC1[NH2+]C(C)C(CC1C(O)=O)C(O)=O","3,5-dicarboxy-2,6-dimethylpyridine","-","A5793","-","-","-","2.02","Log unit","2.02","Log unit","25.0","?C","OC(=O)C1C([NH2+]C(C)C([CH]1)C(=O)O)C","","-","co2h","[n+1](c(C)c(c1)C(=O)O)c(C)c1C(=O)O","","","{co2h=[7, 13]}","7","true","-"
"CC1[NH2+]C(C)C(CC1C(O)=O)C([O-])=O","3,5-dicarboxy-2,6-dimethylpyridine","-","A5793","-","-","-","2.52","Log unit","2.52","Log unit","25.0","?C","OC(=O)C1C([NH2+]C(C)C([CH]1)C(=O)[O-])C","","-","co2h","[n+1](c(C)c(c1)C(=O)[O-1])c(C)c1C(=O)O","","","{co2h=[13]}","13","","-"
"CC1=NC(C)=C(C=C1C([O-])=O)C([O-])=O","3,5-dicarboxy-2,6-dimethylpyridine","-","A5793","-","-","-","6.2","Log unit","6.2","Log unit","25.0","?C","n1c(C)c(cc(c1C)C(=O)[O-])C(=O)[O-]","","-","n","n(c(C)c(c1)C(=O)[O-1])c(C)c1C(=O)[O-1]","","","{n=[0]}","0","","-"
"[O-]C(=O)C1=CC([O-])=CC(=N1)C([O-])=O","2,6-dicarboxy-4-hydroxypyridine","-","A5793","-","-","-","10.85","Log unit","10.85","Log unit","25.0","?C","n1c(cc([O-])cc1C(=O)[O-])C(=O)[O-]","","-","n","n(c(cc1[O-1])C(=O)[O-1])c(c1)C(=O)[O-1]","","","{n=[0]}","0","","-"
